"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
50,69.088,0.047,0.043,0.05,0.133,0.002,0.002
50,68.874,0.061,0.053,0.05,0.133,0.002,0.002
50,67.861,0.164,0.105,0.05,0.133,0.002,0.002
50,66.288,0.23,0.135,0.05,0.133,0.002,0.002
50,62.395,0.377,0.188,0.05,0.133,0.002,0.002
50,61.248,0.411,0.199,0.05,0.133,0.002,0.002
50,57.889,0.511,0.243,0.05,0.133,0.002,0.002
50,52.756,0.62,0.306,0.05,0.133,0.002,0.002
50,47.263,0.713,0.383,0.05,0.133,0.002,0.002
50,39.757,0.824,0.508,0.05,0.133,0.002,0.002
50,33.077,0.901,0.658,0.05,0.133,0.002,0.002
