"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
230.0,0.892,0.0,0.0,0.1%,0.1%,,
230.0,1.078,0.007,0.1553,0.1%,0.1%,,
230.0,1.453,0.0221,0.348,0.1%,0.1%,,
230.0,1.786,0.0365,0.455,0.1%,0.1%,,
230.0,2.092,0.0503,0.5218,0.1%,0.1%,,
230.0,2.551,0.073,0.5929,0.1%,0.1%,,
230.0,2.916,0.092,0.632,0.1%,0.1%,,
230.0,3.503,0.1269,0.677,0.1%,0.1%,,
230.0,3.968,0.1577,0.7005,0.1%,0.1%,,
230.0,4.565,0.2042,0.7237,0.1%,0.1%,,
230.0,5.116,0.256,0.7368,0.1%,0.1%,,
230.0,5.64,0.3171,0.7449,0.1%,0.1%,,
230.0,5.885,0.3416,0.7466,0.1%,0.1%,,
230.0,6.086,0.3805,0.7461,0.1%,0.1%,,
230.0,6.353,0.4187,0.7448,0.1%,0.1%,,
230.0,6.586,0.4523,0.7411,0.1%,0.1%,,
230.0,6.663,0.4762,0.7369,0.1%,0.1%,,
230.0,6.736,0.4952,0.7338,0.1%,0.1%,,
230.0,6.901,0.5407,0.7247,0.1%,0.1%,,
230.0,6.991,0.5814,0.7004,0.1%,0.1%,,
