"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
70.0,760,0.026,0.054,+-0.02,+-2,+-1%,+-1%
69.14,760,0.044,0.088,+-0.02,+-2,+-1%,+-1%
68.48,760,0.057,0.11,+-0.02,+-2,+-1%,+-1%
67.92,760,0.071,0.134,+-0.02,+-2,+-1%,+-1%
67.07,760,0.093,0.169,+-0.02,+-2,+-1%,+-1%
66.75,760,0.108,0.192,+-0.02,+-2,+-1%,+-1%
66.23,760,0.129,0.223,+-0.02,+-2,+-1%,+-1%
64.0,760,0.191,0.296,+-0.02,+-2,+-1%,+-1%
62.46,760,0.27,0.38,+-0.02,+-2,+-1%,+-1%
61.97,760,0.302,0.409,+-0.02,+-2,+-1%,+-1%
60.95,760,0.353,0.456,+-0.02,+-2,+-1%,+-1%
59.61,760,0.444,0.531,+-0.02,+-2,+-1%,+-1%
59.52,760,0.451,0.539,+-0.02,+-2,+-1%,+-1%
59.05,760,0.491,0.566,+-0.02,+-2,+-1%,+-1%
58.52,760,0.543,0.604,+-0.02,+-2,+-1%,+-1%
57.71,760,0.622,0.653,+-0.02,+-2,+-1%,+-1%
57.59,760,0.68,0.703,+-0.02,+-2,+-1%,+-1%
57.4,760,0.7,0.719,+-0.02,+-2,+-1%,+-1%
57.15,760,0.735,0.745,+-0.02,+-2,+-1%,+-1%
57.09,760,0.752,0.76,+-0.02,+-2,+-1%,+-1%
57.07,760,0.766,0.772,+-0.02,+-2,+-1%,+-1%
57.05,760,0.787,0.791,+-0.02,+-2,+-1%,+-1%
57.03,760,0.797,0.799,+-0.02,+-2,+-1%,+-1%
57.0,760,0.807,0.815,+-0.02,+-2,+-1%,+-1%
