"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
153.3,200,0.0,0.0,,,,
146.35,200,0.052,0.226,,,,
143.75,200,0.083,0.318,,,,
140.1,200,0.13,0.429,,,,
137.4,200,0.165,0.497,,,,
133.8,200,0.217,0.588,,,,
130.3,200,0.267,0.663,,,,
127.35,200,0.318,0.721,,,,
124.8,200,0.364,0.767,,,,
122.6,200,0.404,0.794,,,,
119.9,200,0.462,0.83,,,,
117.2,200,0.514,0.866,,,,
114.75,200,0.573,0.894,,,,
112.1,200,0.635,0.92,,,,
110.1,200,0.696,0.939,,,,
108.15,200,0.75,0.953,,,,
106.55,200,0.791,0.958,,,,
105.25,200,0.836,0.978,,,,
103.95,200,0.878,0.986,,,,
102.25,200,0.935,0.994,,,,
101.3,200,0.97,0.997,,,,
100.85,200,1.0,1.0,,,,
