"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60,420.6,0.0,0.0,,,,
60,436.84,0.0181,0.0536,,,,
60,451.5,0.0332,0.0935,,,,
60,468.26,0.0545,0.1431,,,,
60,481.5,0.0725,0.1813,,,,
60,504.75,0.1062,0.2424,,,,
60,524.59,0.1378,0.2915,,,,
60,546.75,0.1768,0.3438,,,,
60,568.13,0.2211,0.3945,,,,
60,592.65,0.2778,0.4463,,,,
60,608.18,0.3201,0.4861,,,,
60,624.0,0.3722,0.5267,,,,
60,639.0,0.4271,0.5655,,,,
60,651.9,0.4852,0.6042,,,,
60,666.64,0.5632,0.6542,,,,
60,676.95,0.6198,0.6896,,,,
60,684.49,0.6802,0.7283,,,,
60,689.7,0.7367,0.7663,,,,
60,694.05,0.7995,0.8111,,,,
60,694.95,0.8499,0.8504,,,,
60,693.34,0.8923,0.8867,,,,
60,690.9,0.933,0.9254,,,,
60,687.53,0.9757,0.9713,,,,
60,685.5,1.0,1.0,,,,
