"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
138.0,101.3,0.0,0.0,,,,
136.1,101.3,0.01,0.046,,,,
135.1,101.3,0.015,0.09,,,,
133.7,101.3,0.02,0.125,,,,
132.0,101.3,0.022,0.141,,,,
130.8,101.3,0.027,0.173,,,,
129.4,101.3,0.033,0.202,,,,
127.0,101.3,0.045,0.27,,,,
123.1,101.3,0.06,0.355,,,,
121.1,101.3,0.063,0.403,,,,
117.4,101.3,0.078,0.46,,,,
116.0,101.3,0.094,0.495,,,,
112.4,101.3,0.107,0.555,,,,
109.8,101.3,0.128,0.595,,,,
106.8,101.3,0.147,0.643,,,,
104.7,101.3,0.165,0.67,,,,
103.3,101.3,0.175,0.69,,,,
100.9,101.3,0.2,0.72,,,,
98.5,101.3,0.238,0.745,,,,
95.7,101.3,0.281,0.78,,,,
92.1,101.3,0.375,0.818,,,,
88.7,101.3,0.498,0.855,,,,
86.7,101.3,0.607,0.88,,,,
85.5,101.3,0.694,0.897,,,,
84.1,101.3,0.787,0.918,,,,
83.1,101.3,0.872,0.94,,,,
81.8,101.3,0.957,0.974,,,,
81.6,101.3,1.0,1.0,,,,
