"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
358.15,27.991,0.0,0.0,0.03,0.03,,
358.15,52.23,0.0649,0.4849,0.03,0.03,,
358.15,57.314,0.0933,0.5358,0.03,0.03,,
358.15,61.074,0.1315,0.5722,0.03,0.03,,
358.15,64.344,0.1737,0.5981,0.03,0.03,,
358.15,65.403,0.1901,0.604,0.03,0.03,,
358.15,66.239,0.2112,0.6116,0.03,0.03,,
358.15,69.001,0.2859,0.6369,0.03,0.03,,
358.15,70.357,0.3469,0.6534,0.03,0.03,,
358.15,71.5,0.416,0.6624,0.03,0.03,,
358.15,72.226,0.4545,0.6693,0.03,0.03,,
358.15,72.515,0.486,0.6756,0.03,0.03,,
358.15,72.773,0.5318,0.6881,0.03,0.03,,
358.15,73.358,0.5842,0.6945,0.03,0.03,,
358.15,73.812,0.6533,0.7078,0.03,0.03,,
358.15,73.957,0.6848,0.7151,0.03,0.03,,
358.15,73.935,0.741,0.7314,0.03,0.03,,
358.15,73.69,0.7821,0.7481,0.03,0.03,,
358.15,73.424,0.8171,0.7626,0.03,0.03,,
358.15,73.007,0.8371,0.7725,0.03,0.03,,
358.15,73.787,0.8524,0.7823,0.03,0.03,,
358.15,72.324,0.8895,0.8098,0.03,0.03,,
358.15,70.893,0.9266,0.85,0.03,0.03,,
358.15,68.357,0.9622,0.9004,0.03,0.03,,
358.15,62.849,1.0,1.0,0.03,0.03,,
