"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.11,3.729,0.1495,,0.02,0.005,0.001,0.001
283.38,4.209,0.1495,,0.02,0.005,0.001,0.001
293.2,5.249,0.1495,,0.02,0.005,0.001,0.001
303.34,6.454,0.1495,,0.02,0.005,0.001,0.001
313.25,7.749,0.1495,,0.02,0.005,0.001,0.001
323.26,9.099,0.1495,,0.02,0.005,0.001,0.001
333.36,10.394,0.1495,,0.02,0.005,0.001,0.001
338.18,10.944,0.1495,,0.02,0.005,0.001,0.001
339.67,11.099,0.1495,,0.02,0.005,0.001,0.001
340.13,11.144,0.1495,,0.02,0.005,0.001,0.001
345.67,11.709,0.1495,,0.02,0.005,0.001,0.001
350.88,12.169,0.1495,,0.02,0.005,0.001,0.001
