"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,7.781,0.0709,0.1662,+-0.02,+-0.004,0.0005,0.0005
313.15,8.957,0.1746,0.355,+-0.02,+-0.004,0.0005,0.0005
313.15,10.218,0.2897,0.5136,+-0.02,+-0.004,0.0005,0.0005
313.15,11.148,0.374,0.6065,+-0.02,+-0.004,0.0005,0.0005
313.15,12.448,0.4932,0.7139,+-0.02,+-0.004,0.0005,0.0005
313.15,13.331,0.5756,0.7758,+-0.02,+-0.004,0.0005,0.0005
313.15,14.2,0.6551,0.8283,+-0.02,+-0.004,0.0005,0.0005
313.15,14.966,0.7264,0.8704,+-0.02,+-0.004,0.0005,0.0005
313.15,14.898,0.7207,0.8671,+-0.02,+-0.004,0.0005,0.0005
313.15,16.888,0.9052,0.9598,+-0.02,+-0.004,0.0005,0.0005
313.15,17.447,0.9564,0.982,+-0.02,+-0.004,0.0005,0.0005
