"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
308.11,1.57,0.116,0.9838,,,0.0005,0.0005
308.11,2.09,0.1591,0.9882,,,0.0005,0.0005
308.11,2.58,0.1957,0.9884,,,0.0005,0.0005
308.11,3.09,0.2239,0.9936,,,0.0005,0.0005
308.11,3.65,0.2593,0.9913,,,0.0005,0.0005
308.11,4.0,0.2904,0.9932,,,0.0005,0.0005
308.11,4.39,0.3324,0.9932,,,0.0005,0.0005
308.11,4.87,0.3808,0.9941,,,0.0005,0.0005
308.11,5.16,0.4017,0.9919,,,0.0005,0.0005
308.11,5.68,0.4589,0.9914,,,0.0005,0.0005
308.11,6.01,0.5287,0.9947,,,0.0005,0.0005
308.11,6.31,0.5819,0.9939,,,0.0005,0.0005
308.11,6.66,0.637,0.9913,,,0.0005,0.0005
308.11,6.89,0.7249,0.9926,,,0.0005,0.0005
308.11,7.01,0.7713,0.9989,,,0.0005,0.0005
308.11,7.17,0.8257,0.9909,,,0.0005,0.0005
