"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
183.12,3.639,1.0,1.0,,,,
183.12,3.916,0.9932,0.9662,,,,
183.12,4.016,0.9893,0.9521,,,,
183.12,4.199,0.9883,0.9411,,,,
183.12,4.344,0.9827,0.9211,,,,
183.12,4.488,0.9797,0.9093,,,,
183.12,4.926,0.9672,0.8708,,,,
183.12,5.619,0.9471,0.8294,,,,
183.12,6.309,0.926,0.8032,,,,
183.12,6.343,0.9266,0.8093,,,,
183.12,6.902,0.9006,0.7972,,,,
183.12,7.105,0.8916,0.801,,,,
183.12,7.342,0.8766,0.8007,,,,
183.12,7.412,0.8731,0.8104,,,,
183.12,7.433,0.8743,0.8115,,,,
183.12,7.539,0.8513,0.8183,,,,
