"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
298.42,82073,0.1352,,0.003,+-0.01,,
323.7,185136,0.1352,,0.003,+-0.01,,
298.14,71148,0.2658,,0.003,+-0.01,,
323.4,160923,0.2658,,0.003,+-0.01,,
298.15,68732,0.3908,,0.003,+-0.01,,
323.41,143685,0.3908,,0.003,+-0.01,,
298.13,53349,0.5003,,0.003,+-0.01,,
323.4,121526,0.5003,,0.003,+-0.01,,
298.32,20527,0.8898,,0.003,+-0.01,,
323.5,50959,0.8898,,0.003,+-0.01,,
