"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
0,200,0.023,0.586,+- 0.05,+- 3,,
0,400,0.057,0.734,+- 0.05,+- 3,,
0,500,,0.778,+- 0.05,+- 3,,
0,600,0.091,,+- 0.05,+- 3,,
0,750,,0.823,+- 0.05,+- 3,,
0,800,0.123,,+- 0.05,+- 3,,
0,1000,0.162,0.846,+- 0.05,+- 3,,
0,1200,0.214,0.852,+- 0.05,+- 3,,
0,1600,0.282,,+- 0.05,+- 3,,
0,1700,,0.839,+- 0.05,+- 3,,
0,1800,0.325,,+- 0.05,+- 3,,
0,2000,0.378,0.8,+- 0.05,+- 3,,
