"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
382.37,160.0,0.0,0.0,+-0.01,+-0.1,,
380.97,160.0,0.0228,0.0653,+-0.01,+-0.1,,
380.09,160.0,0.0464,0.1168,+-0.01,+-0.1,,
379.65,160.0,0.0594,0.1436,+-0.01,+-0.1,,
378.51,160.0,0.0877,0.1968,+-0.01,+-0.1,,
378.03,160.0,0.1034,0.2239,+-0.01,+-0.1,,
377.23,160.0,0.1246,0.2543,+-0.01,+-0.1,,
376.79,160.0,0.1453,0.2814,+-0.01,+-0.1,,
376.61,160.0,0.1535,0.2919,+-0.01,+-0.1,,
375.87,160.0,0.1834,0.3253,+-0.01,+-0.1,,
374.96,160.0,0.2179,0.3649,+-0.01,+-0.1,,
374.39,160.0,0.2421,0.3925,+-0.01,+-0.1,,
373.81,160.0,0.2701,0.4204,+-0.01,+-0.1,,
373.29,160.0,0.2912,0.4426,+-0.01,+-0.1,,
372.87,160.0,0.3086,0.461,+-0.01,+-0.1,,
372.09,160.0,0.35,0.4986,+-0.01,+-0.1,,
370.87,160.0,0.4297,0.5629,+-0.01,+-0.1,,
370.18,160.0,0.4828,0.6016,+-0.01,+-0.1,,
369.87,160.0,0.5128,0.6211,+-0.01,+-0.1,,
369.59,160.0,0.5431,0.6404,+-0.01,+-0.1,,
369.27,160.0,0.5741,0.6572,+-0.01,+-0.1,,
369.0,160.0,0.6018,0.6748,+-0.01,+-0.1,,
368.76,160.0,0.6287,0.6919,+-0.01,+-0.1,,
368.6,160.0,0.6604,0.709,+-0.01,+-0.1,,
368.56,160.0,0.698,0.7275,+-0.01,+-0.1,,
368.46,160.0,0.7327,0.7486,+-0.01,+-0.1,,
368.25,160.0,0.7807,0.7688,+-0.01,+-0.1,,
368.27,160.0,0.8177,0.7933,+-0.01,+-0.1,,
368.31,160.0,0.8828,0.854,+-0.01,+-0.1,,
368.37,160.0,0.9172,0.889,+-0.01,+-0.1,,
368.4,160.0,0.944,0.9234,+-0.01,+-0.1,,
368.42,160.0,0.9674,0.9551,+-0.01,+-0.1,,
368.44,160.0,0.983,0.9769,+-0.01,+-0.1,,
368.46,160.0,1.0,1.0,+-0.01,+-0.1,,
