"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
99.94,40.11,0.95,,,,,
99.94,42.66,0.9299,,,,,
99.94,44.41,0.9005,,,,,
99.94,47.85,0.864,,,,,
99.94,50.73,0.8209,,,,,
99.94,56.51,0.7488,,,,,
99.94,69.95,0.5752,,,,,
99.94,74.11,0.5125,,,,,
99.94,82.64,0.4103,,,,,
99.94,85.84,0.3624,,,,,
99.94,97.58,0.1944,,,,,
99.94,105.52,0.0914,,,,,
