"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
451.52,0.966,0.0,0.0,0.1,,+-0.005,+-0.005
451.51,1.106,0.0174,0.1302,0.1,,+-0.005,+-0.005
451.38,1.194,0.0352,0.2518,0.1,,+-0.005,+-0.005
451.46,1.416,0.0571,0.3695,0.1,,+-0.005,+-0.005
451.55,1.709,0.0859,0.4659,0.1,,+-0.005,+-0.005
451.84,2.364,0.172,0.6829,0.1,,+-0.005,+-0.005
451.9,3.353,0.2391,0.7524,0.1,,+-0.005,+-0.005
452.14,5.172,0.3354,0.8326,0.1,,+-0.005,+-0.005
452.03,7.072,0.4668,0.8834,0.1,,+-0.005,+-0.005
451.9,8.851,0.548,0.9013,0.1,,+-0.005,+-0.005
451.94,10.045,0.5857,0.8995,0.1,,+-0.005,+-0.005
451.87,11.677,0.6817,0.9023,0.1,,+-0.005,+-0.005
452.0,13.057,0.7335,0.8927,0.1,,+-0.005,+-0.005
452.03,13.939,0.7764,0.8879,0.1,,+-0.005,+-0.005
452.01,14.723,0.8167,0.8863,0.1,,+-0.005,+-0.005
451.4,15.163,0.8602,0.8695,0.1,,+-0.005,+-0.005
451.02,15.114,0.8717,0.8854,0.1,,+-0.005,+-0.005
449.07,15.458,0.8779,,0.1,,+-0.005,+-0.005
450.31,15.026,0.8831,,0.1,,+-0.005,+-0.005
