"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
133.25,735,0.026,0.109,+-0.1,+-2,+-0.0002,+-0.0002
129.05,735,0.062,0.191,+-0.1,+-2,+-0.0002,+-0.0002
123.8,735,0.124,0.324,+-0.1,+-2,+-0.0002,+-0.0002
120.0,735,0.152,0.41,+-0.1,+-2,+-0.0002,+-0.0002
119.85,735,0.175,0.416,+-0.1,+-2,+-0.0002,+-0.0002
115.95,735,0.214,0.53,+-0.1,+-2,+-0.0002,+-0.0002
111.7,735,0.27,0.62,+-0.1,+-2,+-0.0002,+-0.0002
110.2,735,0.278,0.641,+-0.1,+-2,+-0.0002,+-0.0002
103.85,735,0.396,0.759,+-0.1,+-2,+-0.0002,+-0.0002
101.6,735,0.431,0.79,+-0.1,+-2,+-0.0002,+-0.0002
98.4,735,0.494,0.832,+-0.1,+-2,+-0.0002,+-0.0002
95.65,735,0.566,0.869,+-0.1,+-2,+-0.0002,+-0.0002
93.5,735,0.632,0.893,+-0.1,+-2,+-0.0002,+-0.0002
91.25,735,0.704,0.918,+-0.1,+-2,+-0.0002,+-0.0002
89.85,735,0.749,0.938,+-0.1,+-2,+-0.0002,+-0.0002
87.85,735,0.814,0.953,+-0.1,+-2,+-0.0002,+-0.0002
86.4,735,0.873,0.976,+-0.1,+-2,+-0.0002,+-0.0002
85.1,735,0.919,0.984,+-0.1,+-2,+-0.0002,+-0.0002
83.4,735,0.978,0.998,+-0.1,+-2,+-0.0002,+-0.0002
