"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
399.0,50,0.039,0.355,0.3,0.3,0.006,0.006
394.0,50,0.046,0.39,0.3,0.3,0.006,0.006
368.3,50,0.099,0.63,0.3,0.3,0.006,0.006
342.1,50,0.194,0.823,0.3,0.3,0.006,0.006
319.3,50,0.279,0.918,0.3,0.3,0.006,0.006
307.2,50,0.36,0.947,0.3,0.3,0.006,0.006
283.5,50,0.567,0.979,0.3,0.3,0.006,0.006
279.5,50,0.62,0.982,0.3,0.3,0.006,0.006
267.9,50,0.761,0.987,0.3,0.3,0.006,0.006
