"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
318.15,17.324,0.0515,0.1565,+-0.01,,,
318.15,19.268,0.1017,0.2802,+-0.01,,,
318.15,21.557,0.1609,0.3981,+-0.01,,,
318.15,25.134,0.2532,0.5388,+-0.01,,,
318.15,27.572,0.3155,0.614,+-0.01,,,
318.15,28.884,0.3488,0.6499,+-0.01,,,
318.15,31.178,0.4064,0.7042,+-0.01,,,
318.15,33.321,0.4596,0.7473,+-0.01,,,
318.15,33.407,0.4637,0.7506,+-0.01,,,
318.15,34.837,0.5009,0.7771,+-0.01,,,
318.15,35.032,0.502,0.779,+-0.01,,,
318.15,36.476,0.5393,0.8038,+-0.01,,,
318.15,36.745,0.5499,0.8089,+-0.01,,,
318.15,37.644,0.5729,0.8233,+-0.01,,,
318.15,38.99,0.6037,0.8423,+-0.01,,,
318.15,40.997,0.6553,0.8696,+-0.01,,,
318.15,43.575,0.7206,0.9001,+-0.01,,,
318.15,44.864,0.7521,0.914,+-0.01,,,
318.15,46.884,0.8015,0.934,+-0.01,,,
318.15,49.188,0.8597,0.9552,+-0.01,,,
318.15,50.634,0.8956,0.9675,+-0.01,,,
318.15,52.838,0.9499,0.9853,+-0.01,,,
