"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,11.3,0.06,0.467,,,,
298.15,11.73,0.1,0.488,,,,
298.15,11.86,0.12,0.496,,,,
298.15,11.89,0.16,0.507,,,,
298.15,12.17,0.2,0.514,,,,
298.15,12.27,0.24,0.527,,,,
298.15,12.39,0.3,0.52,,,,
298.15,12.15,0.4,0.532,,,,
298.15,12.24,0.5,0.536,,,,
298.15,12.28,0.6,0.543,,,,
298.15,12.25,0.65,0.545,,,,
298.15,12.22,0.7,0.55,,,,
298.15,12.27,0.74,0.555,,,,
298.15,12.23,0.78,0.563,,,,
298.15,12.03,0.8,0.57,,,,
298.15,11.81,0.84,0.588,,,,
298.15,11.49,0.88,0.617,,,,
298.15,11.34,0.9,0.632,,,,
298.15,10.6,0.94,0.704,,,,
