"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,12.75,0.014,0.045,,,,
313.15,13.3,0.02,0.088,,,,
313.15,13.8,0.027,0.119,,,,
313.15,14.6,0.032,0.171,,,,
313.15,15.7,0.045,0.238,,,,
313.15,17.3,0.065,0.336,,,,
313.15,19.5,0.096,0.418,,,,
313.15,21.3,0.132,0.489,,,,
313.15,24.0,0.203,0.57,,,,
313.15,25.8,0.27,0.63,,,,
313.15,26.7,0.35,0.6785,,,,
313.15,27.7,0.398,0.698,,,,
313.15,28.5,0.47,0.72,,,,
313.15,29.0,0.528,0.738,,,,
313.15,29.4,0.589,0.752,,,,
313.15,29.7,0.63,0.754,,,,
313.15,29.8,0.665,0.76,,,,
313.15,29.9,0.706,0.77,,,,
313.15,29.95,0.791,0.8,,,,
313.15,29.9,0.846,0.824,,,,
313.15,29.7,0.896,0.854,,,,
313.15,29.4,0.932,0.88,,,,
313.15,29.1,0.945,0.895,,,,
313.15,28.3,0.97,0.925,,,,
313.15,28.2,0.972,0.932,,,,
313.15,27.7,0.978,0.95,,,,
