"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
213.0,0.376,0.0,0.0,0.1%,0.1%,,
213.0,0.432,0.0442,0.1458,0.1%,0.1%,,
213.0,0.471,0.0837,0.2401,0.1%,0.1%,,
213.0,0.508,0.1306,0.3185,0.1%,0.1%,,
213.0,0.532,0.1706,0.3725,0.1%,0.1%,,
213.0,0.583,0.3075,0.477,0.1%,0.1%,,
213.0,0.607,0.4282,0.5302,0.1%,0.1%,,
213.0,0.613,0.4789,0.5531,0.1%,0.1%,,
213.0,0.616,0.5557,0.58,0.1%,0.1%,,
213.0,0.613,0.6089,0.5911,0.1%,0.1%,,
213.0,0.61,0.6503,0.6022,0.1%,0.1%,,
213.0,0.604,0.6982,0.6319,0.1%,0.1%,,
213.0,0.594,0.7601,0.6588,0.1%,0.1%,,
213.0,0.576,0.8317,0.7055,0.1%,0.1%,,
213.0,0.564,0.8678,0.7327,0.1%,0.1%,,
