"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
150.3,760,0.03,0.068,0.1,2.0,0.004,0.004
149.2,760,0.045,0.103,0.1,2.0,0.004,0.004
148.1,760,0.065,0.148,0.1,2.0,0.004,0.004
146.1,760,0.098,0.21,0.1,2.0,0.004,0.004
143.6,760,0.157,0.315,0.1,2.0,0.004,0.004
141.0,760,0.237,0.407,0.1,2.0,0.004,0.004
138.45,760,0.352,0.51,0.1,2.0,0.004,0.004
137.2,760,0.448,0.578,0.1,2.0,0.004,0.004
136.75,760,0.495,0.605,0.1,2.0,0.004,0.004
136.05,760,0.585,0.67,0.1,2.0,0.004,0.004
135.7,760,0.65,0.702,0.1,2.0,0.004,0.004
135.65,760,0.72,0.74,0.1,2.0,0.004,0.004
135.68,760,0.815,0.802,0.1,2.0,0.004,0.004
135.9,760,0.87,0.84,0.1,2.0,0.004,0.004
136.23,760,0.9,0.87,0.1,2.0,0.004,0.004
137.35,760,0.97,0.962,0.1,2.0,0.004,0.004
