"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.3,3.484,0.0997,,0.02,0.005,0.001,0.001
283.32,3.919,0.0997,,0.02,0.005,0.001,0.001
291.83,4.703,0.0997,,0.02,0.005,0.001,0.001
303.07,5.984,0.0997,,0.02,0.005,0.001,0.001
313.19,7.199,0.0997,,0.02,0.005,0.001,0.001
323.35,8.509,0.0997,,0.02,0.005,0.001,0.001
333.26,9.774,0.0997,,0.02,0.005,0.001,0.001
338.04,10.284,0.0997,,0.02,0.005,0.001,0.001
348.18,11.379,0.0997,,0.02,0.005,0.001,0.001
353.4,11.804,0.0997,,0.02,0.005,0.001,0.001
355.11,11.924,0.0997,,0.02,0.005,0.001,0.001
356.61,12.029,0.0997,,0.02,0.005,0.001,0.001
359.04,12.194,0.0997,,0.05,0.01,0.001,0.001
360.8,12.307,0.0997,,0.05,0.01,0.001,0.001
363.18,12.459,0.0997,,0.05,0.01,0.001,0.001
364.06,12.49,0.0997,,0.05,0.01,0.001,0.001
