"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
387.22,2.124,0.045,0.079,+-0.02,+-0.003,+-0.005,
387.22,2.303,0.108,0.175,+-0.02,+-0.003,+-0.005,
387.22,2.53,0.193,0.285,+-0.02,+-0.003,+-0.005,
387.22,2.71,0.263,0.365,+-0.02,+-0.003,+-0.005,
387.22,2.923,0.351,0.455,+-0.02,+-0.003,+-0.005,
387.22,3.151,0.443,0.541,+-0.02,+-0.003,+-0.005,
387.22,3.344,0.529,0.616,+-0.02,+-0.003,+-0.005,
387.22,3.559,0.627,0.696,+-0.02,+-0.003,+-0.005,
387.22,3.758,0.721,0.771,+-0.02,+-0.003,+-0.005,
387.22,3.944,0.818,0.848,+-0.02,+-0.003,+-0.005,
387.22,4.082,0.888,0.906,+-0.02,+-0.003,+-0.005,
387.22,4.151,0.929,0.94,+-0.02,+-0.003,+-0.005,
