"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
344.43,1.079,0.004,0.1833,+- 0.02,,+- 0.002,+- 0.002
344.43,1.967,0.0222,0.489,+- 0.02,,+- 0.002,+- 0.002
344.43,2.985,0.0425,0.6251,+- 0.02,,+- 0.002,+- 0.002
344.43,3.966,0.0623,0.691,+- 0.02,,+- 0.002,+- 0.002
344.43,5.421,0.0913,0.7428,+- 0.02,,+- 0.002,+- 0.002
344.43,6.704,0.1169,0.7669,+- 0.02,,+- 0.002,+- 0.002
344.43,7.735,0.1373,0.7794,+- 0.02,,+- 0.002,+- 0.002
344.43,8.679,0.1567,0.7866,+- 0.02,,+- 0.002,+- 0.002
344.43,9.704,0.1776,0.7913,+- 0.02,,+- 0.002,+- 0.002
344.43,10.848,0.2013,0.7936,+- 0.02,,+- 0.002,+- 0.002
344.43,11.971,0.224,0.793,+- 0.02,,+- 0.002,+- 0.002
344.43,13.06,0.2456,0.7913,+- 0.02,,+- 0.002,+- 0.002
