"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,95.1,0.0,,+-0.01,,,
25,129.1,0.01,,+-0.01,,,
25,157.5,0.034,,+-0.01,,,
25,168.3,0.059,,+-0.01,,,
25,173.6,0.087,,+-0.01,,,
25,176.3,0.118,,+-0.01,,,
25,177.8,0.149,,+-0.01,,,
25,179.3,0.201,,+-0.01,,,
25,180.3,0.247,,+-0.01,,,
25,180.8,0.288,,+-0.01,,,
25,181.9,0.376,,+-0.01,,,
25,182.4,0.445,,+-0.01,,,
25,183.0,0.5,,+-0.01,,,
25,183.0,0.505,,+-0.01,,,
25,183.0,0.561,,+-0.01,,,
25,182.5,0.619,,+-0.01,,,
25,182.4,0.656,,+-0.01,,,
25,181.7,0.699,,+-0.01,,,
25,180.0,0.747,,+-0.01,,,
25,177.5,0.802,,+-0.01,,,
25,173.7,0.847,,+-0.01,,,
25,166.3,0.897,,+-0.01,,,
25,161.7,0.918,,+-0.01,,,
25,155.4,0.94,,+-0.01,,,
25,147.9,0.963,,+-0.01,,,
25,141.2,0.977,,+-0.01,,,
25,133.9,0.99,,+-0.01,,,
25,127.1,1.0,,+-0.01,,,
