"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
393.1,6.09,0.2675,0.0108,,,,
393.1,6.09,0.2616,0.0107,,,,
393.1,6.09,0.2671,0.0111,,,,
393.1,8.09,0.3429,0.0117,,,,
393.1,8.09,0.345,0.0118,,,,
393.1,8.09,0.3466,0.0116,,,,
393.1,10.09,0.395,0.0139,,,,
393.1,10.09,0.4224,0.014,,,,
393.1,10.09,0.4216,0.0141,,,,
393.1,12.09,0.4629,0.0182,,,,
393.1,12.09,0.4703,0.0178,,,,
393.1,12.09,0.4691,0.0179,,,,
393.1,12.09,0.4882,0.0169,,,,
393.1,12.09,0.4877,0.0179,,,,
393.1,12.09,0.4826,0.0185,,,,
393.1,14.09,0.5504,0.0245,,,,
393.1,14.09,0.5453,0.0242,,,,
393.1,16.09,0.6146,0.035,,,,
393.1,16.09,0.6185,0.0344,,,,
393.1,16.09,0.6071,0.0354,,,,
393.1,18.09,0.7011,0.0551,,,,
393.1,18.09,0.7164,0.057,,,,
393.1,18.09,0.7121,0.0568,,,,
