"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
350,13.86,0.0,0.0,,,,
350,50.0,0.035,0.74,,,,
350,100.0,0.093,0.856,,,,
350,150.0,0.169,0.892,,,,
350,200.0,0.282,0.917,,,,
350,250.0,0.415,0.932,,,,
350,300.0,0.582,0.95,,,,
350,350.0,0.76,0.969,,,,
350,400.0,0.925,0.99,,,,
350,427.9,1.0,1.0,,,,
