"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
100.0,27.9,0.0,0.0,+-0.05,0.2,,
100.0,102.9,0.131,0.622,+-0.05,0.2,,
100.0,146.8,0.142,0.738,+-0.05,0.2,,
100.0,192.3,0.206,0.813,+-0.05,0.2,,
100.0,221.6,0.217,0.813,+-0.05,0.2,,
100.0,242.2,0.293,0.846,+-0.05,0.2,,
100.0,270.1,0.313,0.858,+-0.05,0.2,,
100.0,351.0,0.39,0.883,+-0.05,0.2,,
100.0,403.9,0.464,0.905,+-0.05,0.2,,
100.0,460.2,0.51,0.917,+-0.05,0.2,,
100.0,462.8,0.508,0.918,+-0.05,0.2,,
100.0,494.7,0.592,0.932,+-0.05,0.2,,
100.0,561.0,0.697,0.943,+-0.05,0.2,,
100.0,599.6,0.759,0.955,+-0.05,0.2,,
100.0,665.2,0.886,0.973,+-0.05,0.2,,
100.0,712.7,0.96,0.988,+-0.05,0.2,,
100.0,741.2,1.0,1.0,+-0.05,0.2,,
