"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
90,298,0.02,0.12,+-0.1,+-1,,
90,325,0.045,0.22,+-0.1,+-1,,
90,380,0.08,0.34,+-0.1,+-1,,
90,413,0.105,0.41,+-0.1,+-1,,
90,449,0.15,0.475,+-0.1,+-1,,
90,480,0.185,0.525,+-0.1,+-1,,
90,526,0.265,0.595,+-0.1,+-1,,
90,540,0.285,0.605,+-0.1,+-1,,
90,556,0.305,0.63,+-0.1,+-1,,
90,596,0.43,0.675,+-0.1,+-1,,
90,610,0.5,0.7,+-0.1,+-1,,
90,618,0.605,0.725,+-0.1,+-1,,
90,620,0.645,0.735,+-0.1,+-1,,
90,624,0.71,0.76,+-0.1,+-1,,
90,626,0.785,0.785,+-0.1,+-1,,
90,625,0.8,0.79,+-0.1,+-1,,
90,618,0.88,0.83,+-0.1,+-1,,
90,605,0.935,0.88,+-0.1,+-1,,
90,592,0.95,0.905,+-0.1,+-1,,
