"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
277.02,133.3,0.019,,0.4,0.6,0.005,
279.24,130.55,0.019,,0.4,0.6,0.005,
281.38,128.1,0.019,,0.4,0.6,0.005,
284.08,125.05,0.019,,0.4,0.6,0.005,
280.15,129.75,0.019,,0.4,0.6,0.005,
283.88,125.82,0.019,,0.4,0.6,0.005,
288.5,120.91,0.019,,0.4,0.6,0.005,
294.2,115.42,0.019,,0.4,0.6,0.005,
298.35,111.68,0.019,,0.4,0.6,0.005,
303.1,107.76,0.019,,0.4,0.6,0.005,
313.25,100.98,0.019,,0.4,0.6,0.005,
323.3,95.29,0.019,,0.4,0.6,0.005,
333.13,90.67,0.019,,0.4,0.6,0.005,
348.03,84.29,0.019,,0.4,0.6,0.005,
362.81,79.19,0.019,,0.4,0.6,0.005,
