"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
390.85,101.32,0.0,0.0,+-0.01,+-0.02,,
390.93,101.32,0.0622,0.046,+-0.01,+-0.02,,
391.59,101.32,0.13,0.0919,+-0.01,+-0.02,,
392.25,101.32,0.192,0.129,+-0.01,+-0.02,,
392.56,101.32,0.2171,0.1463,+-0.01,+-0.02,,
392.92,101.32,0.2425,0.1646,+-0.01,+-0.02,,
392.37,101.32,0.2717,0.1848,+-0.01,+-0.02,,
393.9,101.32,0.307,0.2072,+-0.01,+-0.02,,
394.38,101.32,0.3355,0.2257,+-0.01,+-0.02,,
394.85,101.32,0.3719,0.2433,+-0.01,+-0.02,,
395.29,101.32,0.4031,0.2617,+-0.01,+-0.02,,
395.75,101.32,0.429,0.2825,+-0.01,+-0.02,,
396.3,101.32,0.4563,0.2937,+-0.01,+-0.02,,
396.6,101.32,0.4883,0.3048,+-0.01,+-0.02,,
397.28,101.32,0.5156,0.3288,+-0.01,+-0.02,,
397.95,101.32,0.5413,0.3515,+-0.01,+-0.02,,
398.82,101.32,0.5733,0.3815,+-0.01,+-0.02,,
399.45,101.32,0.611,0.4012,+-0.01,+-0.02,,
400.15,101.32,0.6462,0.4277,+-0.01,+-0.02,,
401.45,101.32,0.6834,0.4697,+-0.01,+-0.02,,
402.55,101.32,0.7295,0.5103,+-0.01,+-0.02,,
403.05,101.32,0.751,0.5336,+-0.01,+-0.02,,
403.98,101.32,0.7765,0.5687,+-0.01,+-0.02,,
406.05,101.32,0.8179,0.6302,+-0.01,+-0.02,,
407.47,101.32,0.8514,0.6763,+-0.01,+-0.02,,
409.03,101.32,0.8829,0.7386,+-0.01,+-0.02,,
411.15,101.32,0.9137,0.8092,+-0.01,+-0.02,,
416.65,101.32,1.0,1.0,+-0.01,+-0.02,,
