"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
64.6,760,0.0,0.0,+-0.1,+-0.5,,
63.4,760,0.007,0.051,+-0.1,+-0.5,,
60.9,760,0.021,0.138,+-0.1,+-0.5,,
60.5,760,0.028,0.168,+-0.1,+-0.5,,
56.5,760,0.058,0.304,+-0.1,+-0.5,,
52.3,760,0.112,0.452,+-0.1,+-0.5,,
51.1,760,0.134,0.485,+-0.1,+-0.5,,
48.1,760,0.187,0.538,+-0.1,+-0.5,,
46.0,760,0.246,0.593,+-0.1,+-0.5,,
44.8,760,0.294,0.653,+-0.1,+-0.5,,
44.3,760,0.343,0.68,+-0.1,+-0.5,,
43.0,760,0.438,0.728,+-0.1,+-0.5,,
42.4,760,0.56,0.733,+-0.1,+-0.5,,
42.0,760,0.71,0.758,+-0.1,+-0.5,,
42.0,760,0.737,0.76,+-0.1,+-0.5,,
41.9,760,0.769,0.769,+-0.1,+-0.5,,
42.3,760,0.886,0.79,+-0.1,+-0.5,,
43.1,760,0.965,0.83,+-0.1,+-0.5,,
44.8,760,0.987,0.906,+-0.1,+-0.5,,
46.0,760,0.996,0.944,+-0.1,+-0.5,,
48.3,760,1.0,1.0,+-0.1,+-0.5,,
