"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60,211.02,0.0,0.0,,,,
60,222.79,0.005,0.056,,,,
60,232.66,0.01,0.099,,,,
60,248.25,0.02,0.162,,,,
60,266.09,0.04,0.226,,,,
60,284.32,0.1,0.289,,,,
60,295.79,0.2,0.337,,,,
60,298.3,0.3,0.357,,,,
60,298.86,0.4,0.379,,,,
60,297.42,0.5,0.397,,,,
60,293.83,0.6,0.417,,,,
60,286.86,0.7,0.443,,,,
60,271.61,0.8,0.489,,,,
60,257.93,0.85,0.529,,,,
60,237.1,0.9,0.594,,,,
60,225.72,0.92,0.633,,,,
60,212.04,0.94,0.684,,,,
60,195.7,0.96,0.753,,,,
60,176.12,0.98,0.851,,,,
60,164.82,0.99,0.917,,,,
60,152.4,1.0,1.0,,,,
