"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
303.15,0.802,0.0,0.0,,,,
303.15,2.359,0.041,0.64,,,,
303.15,3.11,0.071,0.749,,,,
303.15,4.272,0.129,0.839,,,,
303.15,4.809,0.151,0.857,,,,
303.15,6.257,0.211,0.892,,,,
303.15,7.107,0.27,0.914,,,,
303.15,8.178,0.326,0.93,,,,
303.15,9.604,0.39,0.943,,,,
303.15,10.278,0.427,0.95,,,,
303.15,11.232,0.478,0.957,,,,
303.15,12.233,0.543,0.965,,,,
303.15,12.348,0.552,0.966,,,,
303.15,13.794,0.658,0.976,,,,
303.15,15.604,0.758,0.983,,,,
303.15,16.724,0.865,0.989,,,,
303.15,17.34,0.902,0.992,,,,
303.15,17.65,0.93,0.994,,,,
303.15,18.286,0.966,0.997,,,,
303.15,18.795,1.0,1.0,,,,
