"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
318.17,6421,0.0301,,0.1,15,,
318.17,6566,0.0389,,0.1,15,,
318.17,6841,0.0785,,0.1,15,,
318.17,7037,0.136,,0.1,15,,
318.17,7090,0.1763,,0.1,15,,
318.17,7177,0.2728,,0.1,15,,
318.17,7146,0.3264,,0.1,15,,
318.17,7129,0.3986,,0.1,15,,
318.17,7087,0.5027,,0.1,15,,
318.17,7047,0.5697,,0.1,15,,
318.17,6677,0.7333,,0.1,15,,
318.17,5566,0.8907,,0.1,15,,
318.17,4382,0.962,,0.1,15,,
