"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
100,250.07,1.0,,+-0.05,+-0.05,,
100,277.5,0.9707,,+-0.05,+-0.05,,
100,335.11,0.9139,,+-0.05,+-0.05,,
100,389.31,0.8621,,+-0.05,+-0.05,,
100,468.6,0.7873,,+-0.05,+-0.05,,
100,586.49,0.6859,,+-0.05,+-0.05,,
100,691.34,0.5878,,+-0.05,+-0.05,,
100,727.38,0.5702,,+-0.05,+-0.05,,
100,797.81,0.4859,,+-0.05,+-0.05,,
100,881.78,0.4511,,+-0.05,+-0.05,,
100,903.45,0.3994,,+-0.05,+-0.05,,
100,956.25,0.396,,+-0.05,+-0.05,,
100,1032.1,0.2978,,+-0.05,+-0.05,,
100,1172.9,0.1994,,+-0.05,+-0.05,,
100,1320.4,0.1097,,+-0.05,+-0.05,,
100,1425.9,0.053,,+-0.05,+-0.05,,
100,1490.9,0.0209,,+-0.05,+-0.05,,
100,1531.5,0.0,,+-0.05,+-0.05,,
