"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
418.76,101.3,0.033,0.2693,0.01,0.1,0.0001,0.0001
413.35,101.3,0.0559,0.3957,0.01,0.1,0.0001,0.0001
406.66,101.3,0.0958,0.5098,0.01,0.1,0.0001,0.0001
398.92,101.3,0.1799,0.6454,0.01,0.1,0.0001,0.0001
392.9,101.3,0.2821,0.7291,0.01,0.1,0.0001,0.0001
389.27,101.3,0.4014,0.7771,0.01,0.1,0.0001,0.0001
387.51,101.3,0.4879,0.8039,0.01,0.1,0.0001,0.0001
385.57,101.3,0.6065,0.8395,0.01,0.1,0.0001,0.0001
384.05,101.3,0.7192,0.8709,0.01,0.1,0.0001,0.0001
382.92,101.3,0.8128,0.9015,0.01,0.1,0.0001,0.0001
382.41,101.3,0.8692,0.9255,0.01,0.1,0.0001,0.0001
381.92,101.3,0.9212,0.9523,0.01,0.1,0.0001,0.0001
381.33,101.3,0.9825,0.9873,0.01,0.1,0.0001,0.0001
