"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
57.2,760,0.0,0.0,+-0.1,+-0.5,,
57.0,760,0.014,0.017,+-0.1,+-0.5,,
57.0,760,0.032,0.039,+-0.1,+-0.5,,
56.7,760,0.082,0.1,+-0.1,+-0.5,,
56.4,760,0.131,0.155,+-0.1,+-0.5,,
55.6,760,0.222,0.265,+-0.1,+-0.5,,
54.8,760,0.314,0.368,+-0.1,+-0.5,,
54.1,760,0.392,0.454,+-0.1,+-0.5,,
53.1,760,0.508,0.581,+-0.1,+-0.5,,
52.3,760,0.602,0.675,+-0.1,+-0.5,,
51.3,760,0.69,0.763,+-0.1,+-0.5,,
50.8,760,0.743,0.808,+-0.1,+-0.5,,
50.1,760,0.834,0.877,+-0.1,+-0.5,,
49.4,760,0.903,0.929,+-0.1,+-0.5,,
49.1,760,0.929,0.949,+-0.1,+-0.5,,
48.5,760,0.971,0.978,+-0.1,+-0.5,,
48.3,760,0.984,0.99,+-0.1,+-0.5,,
48.3,760,1.0,1.0,+-0.1,+-0.5,,
