"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
48.3,760,0.0,0.0,+-0.1,+-0.5,,
48.3,760,0.03,0.027,+-0.1,+-0.5,,
48.4,760,0.089,0.08,+-0.1,+-0.5,,
48.5,760,0.14,0.128,+-0.1,+-0.5,,
48.5,760,0.183,0.175,+-0.1,+-0.5,,
48.5,760,0.212,0.204,+-0.1,+-0.5,,
48.6,760,0.231,0.225,+-0.1,+-0.5,,
48.6,760,0.251,0.25,+-0.1,+-0.5,,
48.5,760,0.274,0.277,+-0.1,+-0.5,,
48.5,760,0.304,0.311,+-0.1,+-0.5,,
48.4,760,0.331,0.344,+-0.1,+-0.5,,
48.3,760,0.356,0.375,+-0.1,+-0.5,,
48.2,760,0.388,0.412,+-0.1,+-0.5,,
48.0,760,0.428,0.455,+-0.1,+-0.5,,
47.4,760,0.501,0.542,+-0.1,+-0.5,,
46.9,760,0.58,0.633,+-0.1,+-0.5,,
46.2,760,0.673,0.729,+-0.1,+-0.5,,
45.3,760,0.756,0.811,+-0.1,+-0.5,,
44.2,760,0.852,0.894,+-0.1,+-0.5,,
43.1,760,0.933,0.955,+-0.1,+-0.5,,
42.7,760,0.983,0.989,+-0.1,+-0.5,,
42.6,760,1.0,1.0,+-0.1,+-0.5,,
