"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
334.45,101.3,0.0,0.0,+-0.05,+-0.067,,
334.55,101.3,0.0546,0.0211,+-0.05,+-0.067,,
335.45,101.3,0.0591,0.0311,+-0.05,+-0.067,,
336.15,101.3,0.0917,0.0442,+-0.05,+-0.067,,
336.25,101.3,0.1005,0.0472,+-0.05,+-0.067,,
337.35,101.3,0.1391,0.0799,+-0.05,+-0.067,,
338.75,101.3,0.2066,0.1358,+-0.05,+-0.067,,
340.05,101.3,0.2738,0.2031,+-0.05,+-0.067,,
340.85,101.3,0.3262,0.2776,+-0.05,+-0.067,,
341.05,101.3,0.3518,0.3149,+-0.05,+-0.067,,
341.45,101.3,0.3939,0.3852,+-0.05,+-0.067,,
341.45,101.3,0.4111,0.4044,+-0.05,+-0.067,,
341.55,101.3,0.4294,0.4333,+-0.05,+-0.067,,
341.55,101.3,0.4468,0.4487,+-0.05,+-0.067,,
341.55,101.3,0.4487,0.4545,+-0.05,+-0.067,,
341.55,101.3,0.468,0.4911,+-0.05,+-0.067,,
341.45,101.3,0.4757,0.5199,+-0.05,+-0.067,,
340.25,101.3,0.5866,0.6973,+-0.05,+-0.067,,
339.75,101.3,0.6167,0.7361,+-0.05,+-0.067,,
338.75,101.3,0.672,0.8084,+-0.05,+-0.067,,
337.85,101.3,0.7098,0.8483,+-0.05,+-0.067,,
335.85,101.3,0.7821,0.9058,+-0.05,+-0.067,,
334.55,101.3,0.818,0.9336,+-0.05,+-0.067,,
333.15,101.3,0.8761,0.9546,+-0.05,+-0.067,,
331.75,101.3,0.9126,0.9686,+-0.05,+-0.067,,
330.15,101.3,0.9652,0.9892,+-0.05,+-0.067,,
329.25,101.3,0.9882,0.9973,+-0.05,+-0.067,,
329.25,101.3,1.0,1.0,+-0.05,+-0.067,,
