"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,34.25,0.0,,+-0.01,+-0.003,,
373.15,34.232,0.0,,+-0.01,+-0.003,,
373.15,33.974,0.0464,,+-0.01,+-0.003,,
373.15,33.336,0.17,,+-0.01,+-0.003,,
373.15,32.532,0.2785,,+-0.01,+-0.003,,
373.15,31.914,0.3591,,+-0.01,+-0.003,,
373.15,31.022,0.4694,,+-0.01,+-0.003,,
373.15,30.214,0.5581,,+-0.01,+-0.003,,
373.15,30.908,0.484,,+-0.01,+-0.003,,
373.15,30.438,0.5408,,+-0.01,+-0.003,,
373.15,29.393,0.6445,,+-0.01,+-0.003,,
373.15,28.51,0.7314,,+-0.01,+-0.003,,
373.15,27.309,0.8466,,+-0.01,+-0.003,,
373.15,26.187,0.9518,,+-0.01,+-0.003,,
373.15,25.635,1.0,,+-0.01,+-0.003,,
