"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
143.48,0.751,1.0,1.0,,,,
143.48,1.386,0.9921,0.6012,,,,
143.48,3.451,0.9634,0.3038,,,,
143.48,4.154,0.9539,0.2693,,,,
143.48,5.526,0.9343,0.2303,,,,
143.48,6.891,0.9158,0.2091,,,,
143.48,8.274,0.8981,0.1938,,,,
143.48,8.618,0.8933,0.1967,,,,
143.48,10.342,0.8717,0.1917,,,,
143.48,13.789,0.8206,0.1937,,,,
143.48,17.237,0.7634,0.2099,,,,
143.48,20.684,0.7017,0.2391,,,,
143.48,22.408,0.6673,0.2606,,,,
143.48,24.132,0.6212,0.2898,,,,
143.48,25.865,0.5392,0.3553,,,,
143.48,26.303,0.5108,0.3833,,,,
143.48,26.407,,0.3954,,,,
