"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
305.64,0.005,0.0,0.0,0.1,,+-0.005,+-0.005
304.08,0.023,0.0342,,0.1,,+-0.005,+-0.005
303.24,0.036,0.1122,0.766,0.1,,+-0.005,+-0.005
304.32,0.038,0.1157,0.8039,0.1,,+-0.005,+-0.005
303.69,0.066,0.1263,0.8632,0.1,,+-0.005,+-0.005
304.32,0.052,0.1883,0.8862,0.1,,+-0.005,+-0.005
304.87,0.176,0.2648,0.9633,0.1,,+-0.005,+-0.005
305.4,0.239,0.374,0.9832,0.1,,+-0.005,+-0.005
305.94,0.331,0.4017,0.9891,0.1,,+-0.005,+-0.005
306.9,0.52,0.5046,0.9935,0.1,,+-0.005,+-0.005
306.93,0.507,0.5645,0.993,0.1,,+-0.005,+-0.005
306.1,0.567,0.6051,0.9953,0.1,,+-0.005,+-0.005
306.89,0.725,0.671,0.996,0.1,,+-0.005,+-0.005
307.19,0.942,0.747,0.9976,0.1,,+-0.005,+-0.005
309.03,1.232,0.9085,0.9989,0.1,,+-0.005,+-0.005
305.64,1.254,1.0,1.0,0.1,,+-0.005,+-0.005
