"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.25,26.66,0.0,0.0,0.1,0.01,0.001,0.001
372.95,26.66,0.049,0.058,0.1,0.01,0.001,0.001
372.65,26.66,0.099,0.118,0.1,0.01,0.001,0.001
372.15,26.66,0.174,0.207,0.1,0.01,0.001,0.001
371.65,26.66,0.251,0.293,0.1,0.01,0.001,0.001
371.25,26.66,0.326,0.371,0.1,0.01,0.001,0.001
370.75,26.66,0.406,0.449,0.1,0.01,0.001,0.001
370.35,26.66,0.486,0.538,0.1,0.01,0.001,0.001
369.85,26.66,0.569,0.618,0.1,0.01,0.001,0.001
369.35,26.66,0.649,0.696,0.1,0.01,0.001,0.001
368.95,26.66,0.731,0.773,0.1,0.01,0.001,0.001
368.55,26.66,0.814,0.845,0.1,0.01,0.001,0.001
368.05,26.66,0.907,0.916,0.1,0.01,0.001,0.001
367.75,26.66,0.954,0.96,0.1,0.01,0.001,0.001
367.55,26.66,1.0,1.0,0.1,0.01,0.001,0.001
