"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
100,474.72,1.0,,+-0.05,+-0.05,,
100,589.73,0.9491,,+-0.05,+-0.05,,
100,629.68,0.9288,,+-0.05,+-0.05,,
100,677.42,0.9049,,+-0.05,+-0.05,,
100,887.51,0.7991,,+-0.05,+-0.05,,
100,1025.7,0.7164,,+-0.05,+-0.05,,
100,1170.1,0.6121,,+-0.05,+-0.05,,
100,1264.7,0.5467,,+-0.05,+-0.05,,
100,1314.3,0.477,,+-0.05,+-0.05,,
100,1354.5,0.439,,+-0.05,+-0.05,,
100,1395.0,0.3785,,+-0.05,+-0.05,,
100,1438.6,0.3186,,+-0.05,+-0.05,,
100,1509.4,0.1879,,+-0.05,+-0.05,,
100,1533.7,0.1063,,+-0.05,+-0.05,,
100,1537.1,0.0659,,+-0.05,+-0.05,,
100,1534.3,0.0297,,+-0.05,+-0.05,,
100,1526.7,0.0,,+-0.05,+-0.05,,
