"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.9,101.3,0.0,0.0,+-0.02,+-0.1,+-0.008,+-0.008
340.87,101.3,0.07,0.154,+-0.02,+-0.1,+-0.008,+-0.008
338.41,101.3,0.145,0.279,+-0.02,+-0.1,+-0.008,+-0.008
337.45,101.3,0.179,0.328,+-0.02,+-0.1,+-0.008,+-0.008
335.43,101.3,0.258,0.424,+-0.02,+-0.1,+-0.008,+-0.008
335.11,101.3,0.274,0.441,+-0.02,+-0.1,+-0.008,+-0.008
333.67,101.3,0.343,0.507,+-0.02,+-0.1,+-0.008,+-0.008
333.47,101.3,0.363,0.528,+-0.02,+-0.1,+-0.008,+-0.008
332.44,101.3,0.42,0.575,+-0.02,+-0.1,+-0.008,+-0.008
331.4,101.3,0.499,0.638,+-0.02,+-0.1,+-0.008,+-0.008
330.78,101.3,0.544,0.669,+-0.02,+-0.1,+-0.008,+-0.008
329.93,101.3,0.618,0.719,+-0.02,+-0.1,+-0.008,+-0.008
329.41,101.3,0.665,0.749,+-0.02,+-0.1,+-0.008,+-0.008
328.91,101.3,0.731,0.795,+-0.02,+-0.1,+-0.008,+-0.008
328.55,101.3,0.766,0.817,+-0.02,+-0.1,+-0.008,+-0.008
328.29,101.3,0.814,0.852,+-0.02,+-0.1,+-0.008,+-0.008
328.19,101.3,0.829,0.862,+-0.02,+-0.1,+-0.008,+-0.008
327.97,101.3,0.852,0.876,+-0.02,+-0.1,+-0.008,+-0.008
327.81,101.3,0.873,0.891,+-0.02,+-0.1,+-0.008,+-0.008
327.82,101.3,0.892,0.908,+-0.02,+-0.1,+-0.008,+-0.008
327.65,101.3,0.919,0.928,+-0.02,+-0.1,+-0.008,+-0.008
327.51,101.3,0.936,0.939,+-0.02,+-0.1,+-0.008,+-0.008
327.44,101.3,0.948,0.948,+-0.02,+-0.1,+-0.008,+-0.008
327.4,101.3,1.0,1.0,+-0.02,+-0.1,+-0.008,+-0.008
