"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
74.4,760,0.028,0.12,+-0.05,,+-0.002,+-0.002
74.0,760,0.037,0.133,+-0.05,,+-0.002,+-0.002
71.5,760,0.073,0.22,+-0.05,,+-0.002,+-0.002
69.3,760,0.123,0.31,+-0.05,,+-0.002,+-0.002
66.4,760,0.211,0.42,+-0.05,,+-0.002,+-0.002
66.0,760,0.236,0.442,+-0.05,,+-0.002,+-0.002
65.8,760,0.239,0.44,+-0.05,,+-0.002,+-0.002
65.3,760,0.265,0.468,+-0.05,,+-0.002,+-0.002
64.0,760,0.352,0.526,+-0.05,,+-0.002,+-0.002
63.7,760,0.408,0.558,+-0.05,,+-0.002,+-0.002
63.6,760,0.44,0.573,+-0.05,,+-0.002,+-0.002
63.1,760,0.533,0.62,+-0.05,,+-0.002,+-0.002
62.9,760,0.585,0.647,+-0.05,,+-0.002,+-0.002
62.4,760,0.664,0.687,+-0.05,,+-0.002,+-0.002
62.4,760,0.708,0.711,+-0.05,,+-0.002,+-0.002
62.4,760,0.748,0.737,+-0.05,,+-0.002,+-0.002
62.4,760,0.793,0.768,+-0.05,,+-0.002,+-0.002
62.5,760,0.822,0.79,+-0.05,,+-0.002,+-0.002
62.8,760,0.883,0.842,+-0.05,,+-0.002,+-0.002
64.0,760,0.961,0.934,+-0.05,,+-0.002,+-0.002
