"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.15,0.058,0.0,0.0,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,49.959,0.17,0.999,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,54.233,0.197,0.9992,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,65.48,0.235,0.9993,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,71.526,0.267,0.9994,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,76.907,0.295,0.9994,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,78.453,0.31,0.9995,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,82.374,0.325,0.9995,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,90.694,0.385,0.9995,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,99.827,0.45,0.9996,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,151.55,1.0,1.0,+-0.01,+-0.03,+-0.0005,+-0.0005
