"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
58.8,760,0.013,0.206,+-0.1,1,+-0.002,+-0.002
53.0,760,0.025,0.349,+-0.1,1,+-0.002,+-0.002
47.8,760,0.045,0.487,+-0.1,1,+-0.002,+-0.002
43.5,760,0.099,0.653,+-0.1,1,+-0.002,+-0.002
42.8,760,0.106,0.659,+-0.1,1,+-0.002,+-0.002
40.0,760,0.151,0.676,+-0.1,1,+-0.002,+-0.002
38.9,760,0.194,0.701,+-0.1,1,+-0.002,+-0.002
38.5,760,0.2,0.691,+-0.1,1,+-0.002,+-0.002
38.0,760,0.34,0.698,+-0.1,1,+-0.002,+-0.002
37.8,760,0.649,0.701,+-0.1,1,+-0.002,+-0.002
37.6,760,0.7,0.701,+-0.1,1,+-0.002,+-0.002
37.9,760,0.757,0.705,+-0.1,1,+-0.002,+-0.002
37.8,760,0.903,0.723,+-0.1,1,+-0.002,+-0.002
37.7,760,0.916,0.734,+-0.1,1,+-0.002,+-0.002
37.8,760,0.928,0.727,+-0.1,1,+-0.002,+-0.002
38.2,760,0.93,0.729,+-0.1,1,+-0.002,+-0.002
41.0,760,0.99,0.844,+-0.1,1,+-0.002,+-0.002
44.1,760,0.997,0.995,+-0.1,1,+-0.002,+-0.002
