"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,113.5,0.0,,,,,
298.15,116.3,0.0744,,,,,
298.15,117.0,0.1525,,,,,
298.15,120.2,0.2417,,,,,
298.15,123.5,0.3716,,,,,
298.15,127.5,0.4614,,,,,
298.15,130.0,0.5182,,,,,
298.15,133.5,0.5662,,,,,
298.15,141.4,0.71,,,,,
298.15,146.5,0.7915,,,,,
298.15,151.6,0.8675,,,,,
298.15,156.1,0.927,,,,,
