"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
30.0,4.07,0.0,0.0,,,,
30.0,4.49,0.0371,0.1215,,,,
30.0,5.14,0.094,0.2647,,,,
30.0,5.66,0.145,0.3583,,,,
30.0,6.33,0.2165,0.461,,,,
30.0,7.66,0.3791,0.6215,,,,
30.0,8.34,0.4776,0.6905,,,,
30.0,8.75,0.5475,0.7315,,,,
30.0,9.49,0.6768,0.8062,,,,
30.0,9.99,0.7782,0.8595,,,,
30.0,10.35,0.86,0.9058,,,,
30.0,10.55,0.909,0.9372,,,,
30.0,10.62,0.9308,0.9507,,,,
30.0,10.79,0.974,0.981,,,,
30.0,10.84,1.0,1.0,,,,
