"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
100,378.8,0.0129,,0.02,0.2,0.0008,0.0008
100,378.8,0.0155,,0.02,0.2,0.0008,0.0008
100,379.0,,0.42,0.02,0.2,0.0008,0.0008
100,379.0,,0.4194,0.02,0.2,0.0008,0.0008
100,652.5,,0.6182,0.02,0.2,0.0008,0.0008
100,652.6,0.0363,,0.02,0.2,0.0008,0.0008
100,1393.3,,0.7728,0.02,0.2,0.0008,0.0008
100,1393.5,0.0922,,0.02,0.2,0.0008,0.0008
100,1805.0,,0.8025,0.02,0.2,0.0008,0.0008
100,1805.2,0.1217,,0.02,0.2,0.0008,0.0008
100,2701.4,0.1869,,0.02,0.2,0.0008,0.0008
100,2701.8,,0.8317,0.02,0.2,0.0008,0.0008
100,3501.7,,0.8405,0.02,0.2,0.0008,0.0008
100,3501.7,,0.8407,0.02,0.2,0.0008,0.0008
100,3503.1,0.2403,,0.02,0.2,0.0008,0.0008
100,3503.1,0.2424,,0.02,0.2,0.0008,0.0008
100,4486.4,0.3086,,0.02,0.2,0.0008,0.0008
100,4486.4,0.308,,0.02,0.2,0.0008,0.0008
100,4489.4,,0.8399,0.02,0.2,0.0008,0.0008
100,4489.4,,0.8411,0.02,0.2,0.0008,0.0008
100,5247.1,0.3598,,0.02,0.2,0.0008,0.0008
100,5247.1,0.3593,,0.02,0.2,0.0008,0.0008
100,5249.2,,0.8332,0.02,0.2,0.0008,0.0008
100,5249.2,,0.8345,0.02,0.2,0.0008,0.0008
100,6211.1,,0.8174,0.02,0.2,0.0008,0.0008
100,6211.1,,0.8176,0.02,0.2,0.0008,0.0008
100,6211.8,0.4316,,0.02,0.2,0.0008,0.0008
100,6211.8,0.4322,,0.02,0.2,0.0008,0.0008
100,7203.6,,0.7827,0.02,0.2,0.0008,0.0008
100,7203.6,,0.783,0.02,0.2,0.0008,0.0008
100,7208.4,0.5116,,0.02,0.2,0.0008,0.0008
100,7208.4,0.5125,,0.02,0.2,0.0008,0.0008
100,7632.5,,0.739,0.02,0.2,0.0008,0.0008
100,7632.5,,0.7377,0.02,0.2,0.0008,0.0008
100,7651.9,0.5739,,0.02,0.2,0.0008,0.0008
100,7651.9,0.5739,,0.02,0.2,0.0008,0.0008
