"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80.26,760,0.0,0.0,+-0.1,+-0.1,+-0.1%,+-0.1%
80.31,760,0.042,0.041,+-0.1,+-0.1,+-0.1%,+-0.1%
80.23,760,0.097,0.094,+-0.1,+-0.1,+-0.1%,+-0.1%
80.23,760,0.13,0.126,+-0.1,+-0.1,+-0.1%,+-0.1%
80.31,760,0.149,0.145,+-0.1,+-0.1,+-0.1%,+-0.1%
80.25,760,0.161,0.158,+-0.1,+-0.1,+-0.1%,+-0.1%
80.27,760,0.171,0.168,+-0.1,+-0.1,+-0.1%,+-0.1%
80.31,760,0.219,0.22,+-0.1,+-0.1,+-0.1%,+-0.1%
80.2,760,0.225,0.224,+-0.1,+-0.1,+-0.1%,+-0.1%
80.18,760,0.279,0.282,+-0.1,+-0.1,+-0.1%,+-0.1%
80.3,760,0.293,0.301,+-0.1,+-0.1,+-0.1%,+-0.1%
80.18,760,0.375,0.382,+-0.1,+-0.1,+-0.1%,+-0.1%
80.03,760,0.423,0.432,+-0.1,+-0.1,+-0.1%,+-0.1%
80.03,760,0.461,0.473,+-0.1,+-0.1,+-0.1%,+-0.1%
79.87,760,0.503,0.516,+-0.1,+-0.1,+-0.1%,+-0.1%
79.74,760,0.542,0.553,+-0.1,+-0.1,+-0.1%,+-0.1%
79.65,760,0.628,0.64,+-0.1,+-0.1,+-0.1%,+-0.1%
79.47,760,0.678,0.682,+-0.1,+-0.1,+-0.1%,+-0.1%
79.45,760,0.717,0.722,+-0.1,+-0.1,+-0.1%,+-0.1%
79.36,760,0.742,0.746,+-0.1,+-0.1,+-0.1%,+-0.1%
79.34,760,0.766,0.765,+-0.1,+-0.1,+-0.1%,+-0.1%
79.32,760,0.806,0.805,+-0.1,+-0.1,+-0.1%,+-0.1%
79.34,760,0.837,0.833,+-0.1,+-0.1,+-0.1%,+-0.1%
79.35,760,0.87,0.866,+-0.1,+-0.1,+-0.1%,+-0.1%
79.35,760,0.885,0.88,+-0.1,+-0.1,+-0.1%,+-0.1%
79.39,760,0.906,0.9,+-0.1,+-0.1,+-0.1%,+-0.1%
79.39,760,0.925,0.918,+-0.1,+-0.1,+-0.1%,+-0.1%
79.54,760,0.956,0.954,+-0.1,+-0.1,+-0.1%,+-0.1%
79.65,760,0.984,0.982,+-0.1,+-0.1,+-0.1%,+-0.1%
79.85,760,0.987,0.985,+-0.1,+-0.1,+-0.1%,+-0.1%
80.15,760,1.0,1.0,+-0.1,+-0.1,+-0.1%,+-0.1%
