"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
79.1,736,0.0,0.0,0.1,,,
78.3,736,0.028,0.05,0.1,,,
77.7,736,0.055,0.087,0.1,,,
77.1,736,0.095,0.143,0.1,,,
76.6,736,0.142,0.2,0.1,,,
76.2,736,0.205,0.255,0.1,,,
75.8,736,0.289,0.319,0.1,,,
75.7,736,0.353,0.378,0.1,,,
75.6,736,0.41,0.413,0.1,,,
75.6,736,0.433,0.433,0.1,,,
75.6,736,0.468,0.461,0.1,,,
75.7,736,0.52,0.499,0.1,,,
75.8,736,0.57,0.539,0.1,,,
76.2,736,0.64,0.586,0.1,,,
76.6,736,0.717,0.662,0.1,,,
77.1,736,0.781,0.73,0.1,,,
78.0,736,0.859,0.822,0.1,,,
78.9,736,0.933,0.902,0.1,,,
79.9,736,1.0,1.0,0.1,,,
