"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80,19.7,0.0275,0.2408,0.1,1,0.001%,0.001%
80,23.0,0.0462,0.3591,0.1,1,0.001%,0.001%
80,27.6,0.0735,0.4643,0.1,1,0.001%,0.001%
80,30.8,0.0964,0.5259,0.1,1,0.001%,0.001%
80,38.3,0.1386,0.6157,0.1,1,0.001%,0.001%
80,44.8,0.1848,0.6838,0.1,1,0.001%,0.001%
80,55.8,0.2489,0.7525,0.1,1,0.001%,0.001%
80,75.1,0.3555,0.8441,0.1,1,0.001%,0.001%
80,86.2,0.4162,0.8785,0.1,1,0.001%,0.001%
80,105.3,0.4982,0.919,0.1,1,0.001%,0.001%
80,125.5,0.5799,0.9452,0.1,1,0.001%,0.001%
80,147.7,0.6528,0.966,0.1,1,0.001%,0.001%
80,166.8,0.7228,0.98,0.1,1,0.001%,0.001%
80,199.0,0.818,0.9925,0.1,1,0.001%,0.001%
80,217.0,0.8808,0.9972,0.1,1,0.001%,0.001%
