"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,4.65,0.0,0.0,,,,
323.15,4.64,0.0331,0.0322,,,,
323.15,4.63,0.0683,0.0664,,,,
323.15,4.62,0.1376,0.1345,,,,
323.15,4.61,0.2182,0.2141,,,,
323.15,4.6,0.3132,0.3093,,,,
323.15,4.6,0.3942,0.3914,,,,
323.15,4.59,0.4482,0.446,,,,
323.15,4.59,0.4825,0.4811,,,,
323.15,4.59,0.4903,0.4891,,,,
323.15,4.59,0.5537,0.5535,,,,
323.15,4.6,0.5554,0.5554,,,,
323.15,4.59,0.6356,0.637,,,,
323.15,4.6,0.7358,0.7388,,,,
323.15,4.61,0.8389,0.842,,,,
323.15,4.63,0.9377,0.9396,,,,
323.15,4.64,0.9915,0.9918,,,,
323.15,4.64,1.0,1.0,,,,
