"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
384.02,101.3,0.0369,0.2301,+-0.01,+-0.1,,
378.7,101.3,0.0757,0.3858,+-0.01,+-0.1,,
373.25,101.3,0.1304,0.505,+-0.01,+-0.1,,
368.15,101.3,0.1852,0.6077,+-0.01,+-0.1,,
364.86,101.3,0.2445,0.6785,+-0.01,+-0.1,,
362.71,101.3,0.2955,0.7263,+-0.01,+-0.1,,
359.05,101.3,0.4062,0.7877,+-0.01,+-0.1,,
356.54,101.3,0.5037,0.8263,+-0.01,+-0.1,,
354.75,101.3,0.6135,0.8546,+-0.01,+-0.1,,
354.4,101.3,0.6847,0.8764,+-0.01,+-0.1,,
353.05,101.3,0.782,0.8966,+-0.01,+-0.1,,
352.07,101.3,0.8741,0.9245,+-0.01,+-0.1,,
351.47,101.3,0.9337,0.9513,+-0.01,+-0.1,,
