"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
348.6,20,0.0211,0.6117,,,,
348.6,30,0.0382,0.7322,,,,
348.6,50,0.0686,0.8296,,,,
348.6,100,0.1398,0.906,,,,
348.6,150,0.1975,0.9298,,,,
348.6,200,0.2578,0.9445,,,,
348.6,250,0.3112,0.9533,,,,
