"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,2.955,0.0,0.0,0.01,0.025,0.001,0.001
348.15,3.655,0.0377,0.2217,0.01,0.025,0.001,0.001
348.15,4.57,0.0981,0.4263,0.01,0.025,0.001,0.001
348.15,6.16,0.2131,0.6221,0.01,0.025,0.001,0.001
348.15,7.82,0.351,0.7459,0.01,0.025,0.001,0.001
348.15,8.285,0.3936,0.7725,0.01,0.025,0.001,0.001
348.15,8.695,0.4319,0.7948,0.01,0.025,0.001,0.001
348.15,9.19,0.4792,0.8176,0.01,0.025,0.001,0.001
348.15,9.485,0.5111,0.8301,0.01,0.025,0.001,0.001
348.15,9.9,0.5493,0.8491,0.01,0.025,0.001,0.001
348.15,10.225,0.5868,0.8603,0.01,0.025,0.001,0.001
348.15,10.505,0.615,0.8725,0.01,0.025,0.001,0.001
348.15,11.42,0.7243,0.9108,0.01,0.025,0.001,0.001
348.15,12.38,0.8356,0.9467,0.01,0.025,0.001,0.001
348.15,13.065,0.9197,0.9721,0.01,0.025,0.001,0.001
348.15,13.555,0.9734,0.991,0.01,0.025,0.001,0.001
348.15,13.79,1.0,1.0,0.01,0.025,0.001,0.001
