"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
413.15,0.3502,0.1972,,0.01,5e-05,,
413.15,0.3565,,0.348,0.01,5e-05,,
413.15,0.3567,,0.3362,0.01,5e-05,,
413.15,0.36,,0.3488,0.01,5e-05,,
413.15,0.361,0.2365,,0.01,5e-05,,
413.15,0.3717,0.3016,,0.01,5e-05,,
413.15,0.3842,0.3516,0.4748,0.01,5e-05,,
413.15,0.3978,0.42,,0.01,5e-05,,
413.15,0.4026,0.4468,,0.01,5e-05,,
413.15,0.4077,0.4811,,0.01,5e-05,,
413.15,0.4163,0.5273,,0.01,5e-05,,
413.15,0.4162,0.5346,,0.01,5e-05,,
413.15,0.4175,0.5287,,0.01,5e-05,,
413.15,0.4186,0.5252,0.6479,0.01,5e-05,,
413.15,0.425,0.5633,0.6671,0.01,5e-05,,
413.15,0.4309,0.6083,0.7192,0.01,5e-05,,
413.15,0.436,0.6513,0.7351,0.01,5e-05,,
413.15,0.4406,0.6731,0.7536,0.01,5e-05,,
