"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
366.7,101.39,0.0842,0.2885,,,,
365.9,101.39,0.1016,0.3143,,,,
364.9,101.39,0.1239,0.3444,,,,
364.0,101.39,0.1452,0.3726,,,,
363.2,101.39,0.1626,0.3947,,,,
362.2,101.39,0.1892,0.4269,,,,
360.6,101.39,0.227,0.471,,,,
359.7,101.39,0.2499,0.495,,,,
358.3,101.39,0.2938,0.534,,,,
356.8,101.39,0.3506,0.5772,,,,
356.0,101.39,0.3854,0.6017,,,,
355.6,101.39,0.4061,0.6158,,,,
355.2,101.39,0.4274,0.6297,,,,
354.8,101.39,0.453,0.645,,,,
354.2,101.39,0.4983,0.6699,,,,
353.8,101.39,0.5294,0.6869,,,,
353.6,101.39,0.5479,0.6959,,,,
353.3,101.39,0.5717,0.7102,,,,
353.1,101.39,0.5984,0.7239,,,,
352.8,101.39,0.6184,0.734,,,,
352.6,101.39,0.6497,0.7499,,,,
352.4,101.39,0.6771,0.7623,,,,
352.3,101.39,0.6963,0.7723,,,,
352.1,101.39,0.7292,0.7909,,,,
352.0,101.39,0.7505,0.8043,,,,
352.0,101.39,0.7845,0.8244,,,,
351.8,101.39,0.8235,0.8486,,,,
351.7,101.39,0.8502,0.8665,,,,
351.7,101.39,0.8839,0.8907,,,,
351.6,101.39,0.8986,0.9017,,,,
351.5,101.39,0.9228,0.9224,,,,
