"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.15,73.29,0.0,0.0,+-0.01,+-0.013,,
343.15,77.01,0.082,0.124,+-0.01,+-0.013,,
343.15,78.36,0.115,0.167,+-0.01,+-0.013,,
343.15,82.05,0.207,0.283,+-0.01,+-0.013,,
343.15,86.23,0.316,0.407,+-0.01,+-0.013,,
343.15,89.32,0.402,0.496,+-0.01,+-0.013,,
343.15,91.48,0.469,0.559,+-0.01,+-0.013,,
343.15,93.91,0.544,0.627,+-0.01,+-0.013,,
343.15,94.41,0.566,0.644,+-0.01,+-0.013,,
343.15,95.39,0.599,0.671,+-0.01,+-0.013,,
343.15,97.66,0.674,0.736,+-0.01,+-0.013,,
343.15,101.11,0.792,0.834,+-0.01,+-0.013,,
343.15,105.07,0.934,0.947,+-0.01,+-0.013,,
343.15,106.82,1.0,1.0,+-0.01,+-0.013,,
